Invoice ID,Branch,City,Customer type,Gender,Rating
458-61-0011,B,Rama 2,Normal,Male,6
592-34-6155,C,Rama 9,Normal,Male,7
797-88-0493,A,Sukhumvit,Normal,Female,8
207-73-1363,B,Rama 2,Normal,Male,9
390-31-6381,C,Rama 9,Normal,Male,8
443-82-0585,A,Sukhumvit,Member,Female,9
339-18-7061,C,Rama 9,Member,Female,8
359-90-3665,B,Rama 2,Member,Female,10
375-72-3056,B,Rama 2,Normal,Male,7
127-47-6963,A,Sukhumvit,Normal,Male,10
278-86-2735,A,Sukhumvit,Normal,Female,10
695-28-6250,A,Sukhumvit,Normal,Female,8
379-17-6588,C,Rama 9,Normal,Male,6
227-50-3718,A,Sukhumvit,Normal,Male,5
302-15-2162,C,Rama 9,Member,Male,5
788-07-8452,C,Rama 9,Member,Female,10
560-49-6611,A,Sukhumvit,Member,Female,10
880-35-0356,A,Sukhumvit,Member,Female,5
585-11-6748,B,Rama 2,Member,Male,6
470-31-3286,B,Rama 2,Normal,Male,9
152-68-2907,A,Sukhumvit,Normal,Male,10
123-35-4896,C,Rama 9,Normal,Female,6
258-69-7810,C,Rama 9,Normal,Female,10
334-64-2006,A,Sukhumvit,Member,Female,10
219-61-4139,C,Rama 9,Normal,Male,7
881-41-7302,C,Rama 9,Normal,Female,5
373-09-4567,C,Rama 9,Normal,Male,7
642-30-6693,B,Rama 2,Normal,Female,8
484-22-8230,C,Rama 9,Member,Female,5
830-58-2383,B,Rama 2,Normal,Male,9
559-98-9873,A,Sukhumvit,Member,Female,6
544-32-5024,C,Rama 9,Member,Female,7
318-12-0304,A,Sukhumvit,Normal,Male,6
349-97-8902,B,Rama 2,Member,Male,9
421-95-9805,A,Sukhumvit,Normal,Female,7
277-35-5865,C,Rama 9,Member,Female,7
789-23-8625,B,Rama 2,Member,Male,8
284-54-4231,C,Rama 9,Member,Male,9
443-59-0061,A,Sukhumvit,Member,Male,5
509-29-3912,A,Sukhumvit,Member,Female,5
327-40-9673,B,Rama 2,Member,Male,7
840-19-2096,C,Rama 9,Member,Male,5
828-46-6863,A,Sukhumvit,Member,Male,4
641-96-3695,C,Rama 9,Member,Female,9
420-97-3340,A,Sukhumvit,Normal,Female,10
436-54-4512,A,Sukhumvit,Member,Female,10
670-79-6321,B,Rama 2,Member,Female,5
852-62-7105,B,Rama 2,Normal,Female,5
598-06-7312,B,Rama 2,Member,Male,7
135-13-8269,B,Rama 2,Member,Female,10
816-57-2053,A,Sukhumvit,Normal,Male,9
628-90-8624,B,Rama 2,Member,Male,5
856-66-2701,A,Sukhumvit,Member,Male,8
308-39-1707,A,Sukhumvit,Normal,Female,9
149-61-1929,A,Sukhumvit,Normal,Male,7
655-07-2265,A,Sukhumvit,Normal,Male,6
589-02-8023,A,Sukhumvit,Member,Male,7
420-04-7590,B,Rama 2,Normal,Male,5
182-88-2763,B,Rama 2,Member,Male,5
188-55-0967,B,Rama 2,Member,Male,5
610-46-4100,A,Sukhumvit,Normal,Male,6
318-81-2368,C,Rama 9,Normal,Female,7
364-33-8584,B,Rama 2,Member,Female,9
665-63-9737,B,Rama 2,Normal,Male,8
695-09-5146,B,Rama 2,Member,Female,7
155-45-3814,C,Rama 9,Member,Female,5
794-32-2436,B,Rama 2,Member,Male,6
131-15-8856,C,Rama 9,Member,Female,4
273-84-2164,C,Rama 9,Member,Male,6
706-36-6154,A,Sukhumvit,Member,Male,9
778-89-7974,C,Rama 9,Normal,Male,8
574-31-8277,B,Rama 2,Member,Male,6
859-71-0933,C,Rama 9,Member,Female,7
740-11-5257,C,Rama 9,Normal,Male,8
369-82-2676,B,Rama 2,Normal,Male,8
563-47-4072,B,Rama 2,Normal,Female,10
742-04-5161,A,Sukhumvit,Member,Male,8
149-15-7606,B,Rama 2,Member,Male,6
133-77-3154,B,Rama 2,Member,Male,10
169-52-4504,A,Sukhumvit,Normal,Female,6
250-81-7186,C,Rama 9,Normal,Female,8
562-12-5430,A,Sukhumvit,Member,Female,8
816-72-8853,A,Sukhumvit,Member,Female,6
491-38-3499,A,Sukhumvit,Member,Male,5
322-02-2271,B,Rama 2,Normal,Female,10
842-29-4695,C,Rama 9,Member,Male,8
725-67-2480,B,Rama 2,Member,Female,6
641-51-2661,C,Rama 9,Member,Female,10
714-02-3114,C,Rama 9,Normal,Female,8
518-17-2983,A,Sukhumvit,Normal,Female,8
779-42-2410,B,Rama 2,Member,Male,8
190-14-3147,B,Rama 2,Normal,Female,7
408-66-6712,C,Rama 9,Member,Female,5
679-22-6530,B,Rama 2,Normal,Female,5
588-47-8641,A,Sukhumvit,Member,Male,5
642-61-4706,B,Rama 2,Member,Male,6
576-31-4774,B,Rama 2,Normal,Female,4
556-41-6224,C,Rama 9,Normal,Male,10
811-03-8790,A,Sukhumvit,Normal,Female,5
242-11-3142,B,Rama 2,Member,Male,5
752-23-3760,B,Rama 2,Member,Female,8
274-05-5470,A,Sukhumvit,Member,Female,6
648-94-3045,C,Rama 9,Normal,Male,9
130-67-4723,A,Sukhumvit,Member,Male,10
528-87-5606,B,Rama 2,Member,Female,7
320-85-2052,B,Rama 2,Normal,Female,7
370-96-0655,C,Rama 9,Normal,Female,8
105-10-6182,A,Sukhumvit,Member,Male,7
510-79-0415,B,Rama 2,Member,Female,5
241-96-5076,B,Rama 2,Member,Female,7
767-97-4650,B,Rama 2,Member,Female,8
648-83-1321,A,Sukhumvit,Member,Male,5
173-57-2300,C,Rama 9,Member,Male,7
305-03-2383,A,Sukhumvit,Normal,Female,8
394-55-6384,C,Rama 9,Member,Female,7
266-20-6657,C,Rama 9,Member,Male,6
689-05-1884,A,Sukhumvit,Member,Male,9
196-01-2849,C,Rama 9,Member,Female,10
372-62-5264,C,Rama 9,Normal,Female,8
800-09-8606,A,Sukhumvit,Member,Female,7
182-52-7000,A,Sukhumvit,Member,Female,7
826-58-8051,B,Rama 2,Normal,Male,5
868-06-0466,A,Sukhumvit,Member,Male,8
751-41-9720,C,Rama 9,Normal,Male,8
626-43-7888,C,Rama 9,Normal,Female,10
176-64-7711,B,Rama 2,Normal,Male,5
191-29-0321,B,Rama 2,Member,Female,5
729-06-2010,B,Rama 2,Member,Male,10
640-48-5028,B,Rama 2,Member,Female,7
186-79-9562,B,Rama 2,Normal,Male,9
834-45-5519,B,Rama 2,Normal,Female,8
162-65-8559,C,Rama 9,Member,Male,5
760-27-5490,C,Rama 9,Normal,Male,10
445-30-9252,A,Sukhumvit,Normal,Male,7
786-94-2700,A,Sukhumvit,Member,Male,10
728-88-7867,C,Rama 9,Member,Female,9
183-21-3799,C,Rama 9,Normal,Female,8
268-20-3585,C,Rama 9,Normal,Female,6
735-32-9839,C,Rama 9,Member,Male,9
258-92-7466,A,Sukhumvit,Normal,Female,7
857-16-3520,A,Sukhumvit,Member,Female,5
482-17-1179,A,Sukhumvit,Member,Male,9
788-21-5741,A,Sukhumvit,Normal,Male,8
821-14-9046,B,Rama 2,Member,Female,7
418-05-0656,B,Rama 2,Normal,Female,8
678-79-0726,C,Rama 9,Member,Female,6
776-68-1096,B,Rama 2,Normal,Male,8
592-46-1692,C,Rama 9,Member,Female,8
434-35-9162,B,Rama 2,Member,Male,8
149-14-0304,C,Rama 9,Member,Female,7
442-44-6497,C,Rama 9,Member,Male,6
174-64-0215,B,Rama 2,Normal,Male,9
210-74-9613,C,Rama 9,Normal,Male,7
299-29-0180,B,Rama 2,Member,Female,10
247-11-2470,A,Sukhumvit,Member,Female,5
635-28-5728,A,Sukhumvit,Normal,Male,5
756-49-0168,A,Sukhumvit,Member,Male,10
438-23-1242,B,Rama 2,Normal,Male,9
238-45-6950,B,Rama 2,Member,Male,7
607-65-2441,C,Rama 9,Member,Male,6
386-27-7606,C,Rama 9,Member,Female,9
137-63-5492,C,Rama 9,Normal,Male,9
197-77-7132,B,Rama 2,Member,Male,6
805-86-0265,A,Sukhumvit,Normal,Male,10
733-29-1227,C,Rama 9,Normal,Male,9
451-73-2711,C,Rama 9,Normal,Male,9
373-14-0504,A,Sukhumvit,Member,Female,9
546-80-2899,A,Sukhumvit,Member,Male,10
345-68-9016,C,Rama 9,Member,Female,6
390-17-5806,C,Rama 9,Member,Female,9
457-13-1708,B,Rama 2,Member,Male,6
664-14-2882,C,Rama 9,Member,Female,6
487-79-6868,B,Rama 2,Member,Female,8
314-23-4520,C,Rama 9,Member,Male,9
210-30-7976,B,Rama 2,Member,Female,5
585-86-8361,A,Sukhumvit,Normal,Female,9
807-14-7833,A,Sukhumvit,Member,Female,7
775-72-1988,B,Rama 2,Normal,Male,9
288-38-3758,C,Rama 9,Member,Female,8
652-43-6591,A,Sukhumvit,Normal,Female,7
785-96-0615,B,Rama 2,Member,Female,5
406-46-7107,A,Sukhumvit,Normal,Female,5
250-17-5703,A,Sukhumvit,Member,Male,6
156-95-3964,A,Sukhumvit,Normal,Female,8
842-40-8179,B,Rama 2,Member,Female,6
525-09-8450,B,Rama 2,Normal,Male,5
410-67-1709,A,Sukhumvit,Member,Female,10
587-73-4862,A,Sukhumvit,Member,Female,8
787-87-2010,A,Sukhumvit,Member,Male,7
593-14-4239,B,Rama 2,Normal,Female,5
801-88-0346,C,Rama 9,Normal,Female,10
388-76-2555,B,Rama 2,Normal,Male,7
711-31-1234,B,Rama 2,Normal,Female,8
886-54-6089,A,Sukhumvit,Normal,Female,8
707-32-7409,B,Rama 2,Member,Female,5
759-98-4285,C,Rama 9,Member,Female,8
201-63-8275,C,Rama 9,Member,Female,6
471-06-8611,C,Rama 9,Normal,Female,7
200-16-5952,C,Rama 9,Member,Male,6
120-54-2248,B,Rama 2,Normal,Female,8
102-77-2261,C,Rama 9,Member,Male,5
875-31-8302,B,Rama 2,Normal,Male,10
102-06-2002,C,Rama 9,Member,Male,7
457-94-0464,B,Rama 2,Member,Male,6
629-42-4133,C,Rama 9,Normal,Male,9
534-53-3526,A,Sukhumvit,Normal,Female,8
307-04-2070,A,Sukhumvit,Member,Female,5
468-99-7231,C,Rama 9,Normal,Female,9
516-77-6464,C,Rama 9,Member,Female,5
404-91-5964,A,Sukhumvit,Normal,Male,9
886-77-9084,C,Rama 9,Normal,Male,6
790-38-4466,C,Rama 9,Normal,Female,10
704-10-4056,C,Rama 9,Member,Male,6
497-37-6538,A,Sukhumvit,Normal,Male,10
651-96-5970,A,Sukhumvit,Normal,Male,4
400-80-4065,C,Rama 9,Member,Male,10
744-16-7898,B,Rama 2,Normal,Female,5
263-12-5321,A,Sukhumvit,Member,Male,10
702-72-0487,A,Sukhumvit,Normal,Female,7
605-83-1050,B,Rama 2,Normal,Male,5
443-60-9639,C,Rama 9,Member,Female,6
864-24-7918,A,Sukhumvit,Member,Female,9
359-94-5395,B,Rama 2,Normal,Male,10
401-09-4232,C,Rama 9,Member,Male,10
751-15-6198,B,Rama 2,Normal,Male,8
324-41-6833,C,Rama 9,Member,Female,6
474-33-8305,C,Rama 9,Member,Male,7
759-29-9521,A,Sukhumvit,Member,Female,8
831-81-6575,B,Rama 2,Member,Female,8
220-68-6701,A,Sukhumvit,Normal,Female,5
618-34-8551,A,Sukhumvit,Normal,Female,9
257-60-7754,A,Sukhumvit,Normal,Female,9
559-61-5987,B,Rama 2,Normal,Female,9
189-55-2313,C,Rama 9,Normal,Female,6
565-91-4567,B,Rama 2,Normal,Male,7
380-60-5336,A,Sukhumvit,Normal,Female,5
815-04-6282,C,Rama 9,Member,Female,7
674-56-6360,A,Sukhumvit,Normal,Male,6
778-34-2523,A,Sukhumvit,Member,Female,5
499-27-7781,B,Rama 2,Normal,Female,5
477-59-2456,C,Rama 9,Normal,Female,10
832-51-6761,A,Sukhumvit,Normal,Male,10
869-11-3082,B,Rama 2,Member,Male,9
190-59-3964,B,Rama 2,Member,Male,6
366-43-6862,B,Rama 2,Normal,Male,7
186-43-8965,A,Sukhumvit,Member,Female,5
784-21-9238,C,Rama 9,Member,Male,6
276-75-6884,A,Sukhumvit,Normal,Female,9
109-86-4363,B,Rama 2,Member,Female,5
569-76-2760,A,Sukhumvit,Member,Female,7
222-42-0244,B,Rama 2,Member,Female,8
760-53-9233,A,Sukhumvit,Member,Male,9
538-22-0304,C,Rama 9,Normal,Male,6
416-17-9926,A,Sukhumvit,Member,Female,5
237-44-6163,A,Sukhumvit,Normal,Male,8
636-17-0325,B,Rama 2,Normal,Male,10
343-75-9322,B,Rama 2,Member,Female,5
528-14-9470,A,Sukhumvit,Member,Male,10
427-45-9297,B,Rama 2,Member,Female,6
807-34-3742,A,Sukhumvit,Normal,Male,6
288-62-1085,A,Sukhumvit,Member,Male,6
670-71-7306,B,Rama 2,Normal,Male,6
660-29-7083,C,Rama 9,Normal,Male,6
271-77-8740,C,Rama 9,Member,Female,5
497-36-0989,A,Sukhumvit,Normal,Male,8
291-59-1384,B,Rama 2,Normal,Male,6
860-73-6466,A,Sukhumvit,Member,Female,5
549-23-9016,C,Rama 9,Member,Female,9
896-34-0956,A,Sukhumvit,Normal,Male,6
804-38-3935,A,Sukhumvit,Member,Male,6
585-90-0249,A,Sukhumvit,Member,Male,10
862-29-5914,C,Rama 9,Normal,Female,9
845-94-6841,C,Rama 9,Member,Female,4
125-45-2293,A,Sukhumvit,Normal,Female,5
843-73-4724,A,Sukhumvit,Normal,Male,10
409-33-9708,A,Sukhumvit,Normal,Female,10
658-66-3967,C,Rama 9,Normal,Male,5
866-70-2814,B,Rama 2,Normal,Female,10
160-22-2687,A,Sukhumvit,Member,Female,9
895-03-6665,B,Rama 2,Normal,Female,5
770-42-8960,B,Rama 2,Normal,Male,7
748-45-2862,A,Sukhumvit,Member,Female,9
234-36-2483,B,Rama 2,Normal,Male,6
316-66-3011,A,Sukhumvit,Member,Female,5
848-95-6252,C,Rama 9,Member,Female,7
840-76-5966,A,Sukhumvit,Member,Male,8
152-03-4217,B,Rama 2,Normal,Female,5
533-66-5566,B,Rama 2,Normal,Female,7
124-31-1458,A,Sukhumvit,Member,Female,7
176-78-1170,C,Rama 9,Member,Male,8
361-59-0574,B,Rama 2,Member,Male,7
101-81-4070,C,Rama 9,Member,Female,5
631-34-1880,C,Rama 9,Member,Male,5
852-82-2749,A,Sukhumvit,Normal,Male,10
873-14-6353,A,Sukhumvit,Member,Male,8
584-66-4073,C,Rama 9,Normal,Male,10
544-55-9589,B,Rama 2,Member,Female,7
166-19-2553,A,Sukhumvit,Member,Male,10
737-88-5876,A,Sukhumvit,Member,Male,6
154-87-7367,C,Rama 9,Normal,Male,7
885-56-0389,C,Rama 9,Member,Male,4
608-05-3804,B,Rama 2,Member,Male,7
448-61-3783,A,Sukhumvit,Normal,Female,5
761-49-0439,B,Rama 2,Member,Female,9
490-95-0021,B,Rama 2,Member,Female,6
115-38-7388,C,Rama 9,Member,Female,10
311-13-6971,B,Rama 2,Member,Male,10
291-55-6563,A,Sukhumvit,Member,Female,8
548-48-3156,A,Sukhumvit,Member,Female,8
460-93-5834,A,Sukhumvit,Normal,Male,5
325-89-4209,A,Sukhumvit,Member,Male,7
884-80-6021,A,Sukhumvit,Member,Female,10
137-74-8729,C,Rama 9,Normal,Female,7
880-46-5796,A,Sukhumvit,Member,Male,6
389-70-2397,C,Rama 9,Normal,Female,8
114-35-5271,B,Rama 2,Normal,Female,9
607-76-6216,C,Rama 9,Member,Female,9
715-20-1673,B,Rama 2,Normal,Male,10
811-35-1094,B,Rama 2,Member,Male,9
699-88-1972,B,Rama 2,Normal,Male,5
781-84-8059,C,Rama 9,Normal,Male,5
409-49-6995,C,Rama 9,Member,Female,9
725-54-0677,C,Rama 9,Member,Male,6
146-09-5432,A,Sukhumvit,Member,Male,5
377-79-7592,C,Rama 9,Member,Female,8
509-10-0516,B,Rama 2,Normal,Male,6
595-94-9924,A,Sukhumvit,Member,Female,5
865-41-9075,A,Sukhumvit,Normal,Male,9
545-07-8534,C,Rama 9,Normal,Female,6
118-62-1812,C,Rama 9,Member,Female,8
450-42-3339,C,Rama 9,Normal,Male,9
851-98-3555,B,Rama 2,Normal,Female,7
186-71-5196,A,Sukhumvit,Member,Female,7
624-01-8356,B,Rama 2,Normal,Female,5
313-66-9943,B,Rama 2,Member,Female,8
151-27-8496,C,Rama 9,Normal,Female,9
453-33-6436,A,Sukhumvit,Normal,Female,7
522-57-8364,A,Sukhumvit,Member,Male,8
459-45-2396,A,Sukhumvit,Member,Female,6
717-96-4189,C,Rama 9,Normal,Female,5
722-13-2115,C,Rama 9,Member,Male,10
749-81-8133,A,Sukhumvit,Normal,Female,7
777-67-2495,B,Rama 2,Normal,Male,9
636-98-3364,B,Rama 2,Member,Female,7
246-55-6923,C,Rama 9,Member,Female,6
181-82-6255,B,Rama 2,Normal,Female,7
838-02-1821,C,Rama 9,Member,Female,6
887-42-0517,C,Rama 9,Normal,Female,7
457-12-0244,C,Rama 9,Member,Female,7
226-34-0034,B,Rama 2,Normal,Female,9
321-49-7382,B,Rama 2,Member,Male,6
397-25-8725,A,Sukhumvit,Member,Female,7
431-66-2305,B,Rama 2,Normal,Female,8
825-94-5922,B,Rama 2,Normal,Male,8
641-62-7288,B,Rama 2,Normal,Male,8
756-93-1854,C,Rama 9,Member,Female,10
243-55-8457,A,Sukhumvit,Normal,Female,6
458-10-8612,C,Rama 9,Normal,Male,8
501-61-1753,B,Rama 2,Normal,Female,10
235-06-8510,C,Rama 9,Member,Male,6
433-08-7822,C,Rama 9,Normal,Female,8
361-85-2571,A,Sukhumvit,Normal,Female,8
131-70-8179,A,Sukhumvit,Member,Female,5
500-02-2261,C,Rama 9,Normal,Female,6
720-72-2436,A,Sukhumvit,Normal,Male,7
702-83-5291,C,Rama 9,Member,Male,7
809-69-9497,A,Sukhumvit,Normal,Female,6
449-16-6770,A,Sukhumvit,Normal,Male,6
333-23-2632,A,Sukhumvit,Member,Male,5
489-82-1237,A,Sukhumvit,Normal,Female,8
859-97-6048,C,Rama 9,Member,Male,6
676-10-2200,B,Rama 2,Member,Male,5
373-88-1424,C,Rama 9,Member,Male,8
365-16-4334,B,Rama 2,Normal,Female,9
503-21-4385,B,Rama 2,Member,Male,10
305-89-2768,B,Rama 2,Member,Female,5
574-80-1489,B,Rama 2,Member,Female,9
784-08-0310,C,Rama 9,Member,Female,8
200-40-6154,B,Rama 2,Member,Male,6
846-10-0341,A,Sukhumvit,Normal,Female,7
577-34-7579,C,Rama 9,Member,Male,6
430-02-3888,B,Rama 2,Normal,Male,8
867-47-1948,C,Rama 9,Normal,Female,8
384-59-6655,A,Sukhumvit,Member,Female,9
256-58-3609,C,Rama 9,Member,Male,10
324-92-3863,A,Sukhumvit,Member,Male,10
593-08-5916,A,Sukhumvit,Normal,Female,8
364-34-2972,C,Rama 9,Member,Male,7
794-42-3736,B,Rama 2,Normal,Male,7
172-42-8274,B,Rama 2,Normal,Female,6
558-60-5016,A,Sukhumvit,Normal,Female,8
195-06-0432,A,Sukhumvit,Member,Male,10
605-03-2706,A,Sukhumvit,Normal,Female,10
214-30-2776,B,Rama 2,Member,Female,9
746-04-1077,B,Rama 2,Member,Female,9
448-34-8700,B,Rama 2,Member,Male,7
452-04-8808,B,Rama 2,Normal,Male,6
531-56-4728,A,Sukhumvit,Normal,Male,6
744-82-9138,C,Rama 9,Normal,Male,9
883-69-1285,B,Rama 2,Member,Male,7
221-25-5073,A,Sukhumvit,Normal,Female,9
518-71-6847,B,Rama 2,Member,Male,5
156-20-0370,B,Rama 2,Normal,Female,6
151-33-7434,B,Rama 2,Normal,Female,7
728-47-9078,C,Rama 9,Member,Male,10
809-46-1866,A,Sukhumvit,Normal,Male,9
139-32-4183,A,Sukhumvit,Member,Female,8
148-41-7930,C,Rama 9,Normal,Male,7
189-40-5216,C,Rama 9,Normal,Male,6
374-38-5555,B,Rama 2,Normal,Female,9
764-44-8999,B,Rama 2,Normal,Female,5
552-44-5977,B,Rama 2,Member,Male,7
267-62-7380,C,Rama 9,Member,Male,5
430-53-4718,B,Rama 2,Member,Male,9
886-18-2897,A,Sukhumvit,Normal,Female,5
602-16-6955,B,Rama 2,Normal,Female,6
745-74-0715,A,Sukhumvit,Normal,Male,9
690-01-6631,B,Rama 2,Normal,Male,7
652-49-6720,C,Rama 9,Member,Female,6
233-67-5758,C,Rama 9,Normal,Male,7
303-96-2227,B,Rama 2,Normal,Female,5
727-02-1313,A,Sukhumvit,Member,Male,8
347-56-2442,A,Sukhumvit,Normal,Male,5
849-09-3807,A,Sukhumvit,Member,Female,7
