Invoice ID,Product line,Unit price thb,Quantity,Total thb,Date,Time,Rating
605-72-4132,Food and beverages,1092.703,4,4370.812,2/27/2019,15:12,10
471-41-2823,Food and beverages,1154.469,2,2308.938,3/7/2019,20:37,8
462-67-9126,Home and lifestyle,847.027,3,2541.081,1/21/2019,17:44,8
272-27-9238,Food and beverages,477.125,5,2385.625,2/19/2019,16:23,8
834-25-9262,Fashion accessories,944.881,4,3779.524,1/6/2019,12:12,10
122-61-9553,Electronic accessories,593.717,1,593.717,3/14/2019,19:33,6
468-88-0009,Home and lifestyle,762.706,2,1525.412,3/24/2019,10:29,6
613-59-9758,Sports and travel,166.213,5,831.065,1/27/2019,14:28,6
254-31-0042,Electronic accessories,248.799,4,995.196,3/6/2019,12:46,8
201-86-2184,Electronic accessories,303.972,4,1215.888,2/2/2019,19:40,10
261-12-8671,Fashion accessories,705.104,3,2115.312,1/25/2019,19:39,5
730-70-9830,Home and lifestyle,810.939,4,3243.756,3/14/2019,17:54,6
382-25-8917,Fashion accessories,486.841,5,2434.205,1/29/2019,12:25,9
422-29-8786,Home and lifestyle,776.239,5,3881.195,1/3/2019,16:47,10
667-23-5919,Fashion accessories,1118.728,5,5593.64,1/14/2019,12:52,7
843-01-4703,Home and lifestyle,409.46,5,2047.3,1/5/2019,19:50,10
743-88-1662,Sports and travel,1104.501,1,1104.501,2/22/2019,18:17,9
595-86-2894,Fashion accessories,1121.851,3,3365.553,2/6/2019,17:20,10
182-69-8360,Electronic accessories,273.783,4,1095.132,1/30/2019,13:32,4
289-15-7034,Sports and travel,952.515,1,952.515,1/11/2019,10:37,8
462-78-5240,Electronic accessories,307.789,1,307.789,3/19/2019,14:35,5
868-52-7573,Food and beverages,1153.081,2,2306.162,1/14/2019,12:09,10
153-58-4872,Food and beverages,866.459,2,1732.918,3/1/2019,15:32,5
662-72-2873,Food and beverages,473.655,4,1894.62,1/6/2019,13:58,10
525-88-7307,Sports and travel,877.216,3,2631.648,1/31/2019,13:19,6
689-16-9784,Food and beverages,540.973,2,1081.946,3/11/2019,13:37,6
725-56-0833,Health and beauty,374.066,1,374.066,2/20/2019,16:49,10
394-41-0748,Fashion accessories,625.641,1,625.641,1/27/2019,14:55,10
596-42-3999,Food and beverages,210.976,4,843.904,3/10/2019,14:04,7
541-89-9860,Fashion accessories,931.001,5,4655.005,2/15/2019,12:31,9
173-82-9529,Fashion accessories,438.955,2,877.91,1/26/2019,14:51,10
563-36-9814,Electronic accessories,888.667,1,888.667,2/13/2019,18:27,8
308-47-4913,Sports and travel,604.474,2,1208.948,3/9/2019,12:45,7
885-17-6250,Health and beauty,922.326,5,4611.63,3/6/2019,10:36,8
726-27-2396,Health and beauty,896.648,2,1793.296,1/24/2019,20:36,5
316-01-3952,Food and beverages,627.723,1,627.723,3/13/2019,14:16,5
760-54-1821,Home and lifestyle,157.191,2,314.382,3/15/2019,10:26,6
793-10-3222,Health and beauty,475.043,5,2375.215,3/5/2019,13:30,9
346-12-3257,Electronic accessories,222.774,1,222.774,3/4/2019,16:28,8
110-05-6330,Food and beverages,456.305,2,912.61,3/25/2019,20:18,10
651-61-0874,Home and lifestyle,534.727,4,2138.908,3/12/2019,20:04,7
236-86-3015,Home and lifestyle,161.702,1,161.702,2/4/2019,13:38,10
831-64-0259,Fashion accessories,459.775,2,919.55,2/22/2019,10:43,10
587-03-7455,Fashion accessories,1131.22,2,2262.44,2/16/2019,17:30,5
882-40-4577,Sports and travel,777.974,5,3889.87,1/19/2019,15:28,8
732-67-5346,Food and beverages,159.62,3,478.86,1/11/2019,19:07,8
725-32-9708,Fashion accessories,794.977,2,1589.954,1/4/2019,19:01,5
256-08-8343,Home and lifestyle,654.095,3,1962.285,3/4/2019,19:48,6
372-26-1506,Fashion accessories,275.518,3,826.554,1/28/2019,19:24,6
244-08-0162,Health and beauty,395.927,1,395.927,1/2/2019,13:00,6
569-71-4390,Sports and travel,252.963,5,1264.815,1/25/2019,14:29,7
132-23-6451,Health and beauty,242.553,1,242.553,1/4/2019,13:21,8
696-90-2548,Sports and travel,299.114,4,1196.456,3/10/2019,18:55,7
472-15-9636,Home and lifestyle,589.206,4,2356.824,3/22/2019,19:36,10
268-03-6164,Health and beauty,1111.788,3,3335.364,1/25/2019,16:28,8
750-57-9686,Home and lifestyle,525.011,3,1575.033,1/8/2019,13:48,9
186-09-3669,Health and beauty,942.799,3,2828.397,1/22/2019,10:57,10
848-07-1692,Health and beauty,662.076,3,1986.228,1/12/2019,17:13,9
745-71-3520,Electronic accessories,291.827,4,1167.308,2/4/2019,10:23,9
266-76-6436,Food and beverages,446.589,5,2232.945,3/28/2019,13:57,8
740-22-2500,Electronic accessories,972.294,4,3889.176,1/23/2019,13:29,10
271-88-8734,Fashion accessories,1124.627,4,4498.508,2/8/2019,13:00,9
301-81-8610,Fashion accessories,294.256,4,1177.024,3/19/2019,19:42,7
489-64-4354,Fashion accessories,188.421,3,565.263,3/9/2019,15:36,5
198-84-7132,Fashion accessories,469.838,2,939.676,1/2/2019,13:40,7
269-10-8440,Health and beauty,615.231,4,2460.924,1/21/2019,18:01,9
650-98-6268,Food and beverages,241.512,2,483.024,3/20/2019,13:53,8
741-73-3559,Sports and travel,778.321,5,3891.605,2/27/2019,17:27,7
325-77-6186,Home and lifestyle,1048.634,5,5243.17,3/8/2019,10:53,8
286-75-7818,Fashion accessories,799.141,1,799.141,1/31/2019,19:48,7
574-57-9721,Food and beverages,500.721,2,1001.442,3/8/2019,16:53,6
459-50-7686,Electronic accessories,271.354,5,1356.77,1/13/2019,19:14,7
616-87-0016,Fashion accessories,1105.195,2,2210.39,3/9/2019,14:36,10
837-55-7229,Fashion accessories,548.954,5,2744.77,2/22/2019,18:19,7
751-69-0068,Sports and travel,1147.876,1,1147.876,3/19/2019,19:09,9
257-73-1380,Sports and travel,959.455,3,2878.365,1/20/2019,16:51,10
345-08-4992,Home and lifestyle,393.151,1,393.151,3/8/2019,15:37,8
549-96-4200,Food and beverages,197.096,2,394.192,3/8/2019,20:15,7
810-60-6344,Electronic accessories,472.614,1,472.614,2/7/2019,14:38,7
450-28-2866,Food and beverages,201.954,2,403.908,1/15/2019,19:25,9
394-30-3170,Sports and travel,1022.956,3,3068.868,3/22/2019,19:35,5
138-17-5109,Home and lifestyle,1031.978,5,5159.89,1/15/2019,15:42,7
192-98-7397,Fashion accessories,147.822,1,147.822,1/8/2019,14:11,10
301-11-9629,Sports and travel,221.039,1,221.039,1/15/2019,10:43,10
390-80-5128,Health and beauty,221.733,5,1108.665,1/28/2019,17:58,10
235-46-8343,Food and beverages,319.934,5,1599.67,2/14/2019,11:26,9
453-12-7053,Fashion accessories,529.175,4,2116.7,3/10/2019,17:38,7
296-11-7041,Health and beauty,313.341,5,1566.705,1/12/2019,20:07,6
449-27-2918,Sports and travel,452.488,1,452.488,3/26/2019,11:02,10
891-01-7034,Electronic accessories,864.377,2,1728.754,1/1/2019,19:07,7
744-09-5786,Electronic accessories,254.698,3,764.094,1/2/2019,18:50,8
727-17-0390,Food and beverages,735.987,3,2207.961,3/16/2019,12:43,5
568-88-3448,Health and beauty,289.398,5,1446.99,3/3/2019,15:09,6
187-83-5490,Electronic accessories,240.471,5,1202.355,1/31/2019,13:47,5
767-54-1907,Fashion accessories,342.142,1,342.142,2/13/2019,16:59,7
710-46-4433,Food and beverages,895.26,4,3581.04,2/15/2019,14:15,5
533-33-5337,Electronic accessories,918.509,2,1837.018,2/7/2019,20:24,7
325-90-8763,Electronic accessories,538.891,5,2694.455,1/27/2019,13:58,8
729-46-7422,Food and beverages,415.359,2,830.718,2/23/2019,16:52,8
639-76-1242,Food and beverages,468.797,5,2343.985,2/3/2019,15:19,5
234-03-4040,Food and beverages,844.945,5,4224.725,3/3/2019,12:25,9
326-71-2155,Sports and travel,855.355,4,3421.42,2/3/2019,10:02,7
320-32-8842,Food and beverages,261.638,2,523.276,3/17/2019,18:58,7
470-32-9057,Food and beverages,594.064,2,1188.128,3/28/2019,15:31,10
878-30-2331,Sports and travel,631.193,1,631.193,3/2/2019,11:22,8
440-59-5691,Health and beauty,429.933,2,859.866,2/8/2019,13:12,8
554-53-3790,Sports and travel,428.198,5,2140.99,3/22/2019,18:33,5
746-19-0921,Food and beverages,249.84,5,1249.2,2/9/2019,10:02,8
233-34-0817,Electronic accessories,1143.365,1,1143.365,2/15/2019,11:21,9
767-05-1286,Home and lifestyle,969.171,3,2907.513,1/23/2019,12:10,6
340-21-9136,Sports and travel,463.245,4,1852.98,1/25/2019,11:40,10
405-31-3305,Fashion accessories,498.986,1,498.986,2/2/2019,18:31,6
731-59-7531,Health and beauty,839.393,4,3357.572,3/30/2019,17:58,5
676-39-6028,Electronic accessories,745.356,5,3726.78,3/30/2019,17:04,7
502-05-1910,Health and beauty,754.031,3,2262.093,2/25/2019,20:35,7
485-30-8700,Sports and travel,384.823,3,1154.469,3/18/2019,16:10,5
598-47-9715,Electronic accessories,972.641,2,1945.282,3/7/2019,16:54,5
701-69-8742,Sports and travel,397.662,3,1192.986,3/16/2019,10:11,7
575-67-1508,Electronic accessories,446.589,1,446.589,1/29/2019,11:26,7
541-08-3113,Food and beverages,763.053,1,763.053,2/2/2019,20:29,9
246-11-3901,Electronic accessories,379.618,3,1138.854,2/15/2019,12:12,7
674-15-9296,Sports and travel,429.586,5,2147.93,1/8/2019,13:05,5
305-18-3552,Home and lifestyle,698.511,4,2794.044,2/12/2019,16:19,6
493-65-6248,Sports and travel,427.851,1,427.851,1/1/2019,19:48,7
438-01-4015,Sports and travel,572.55,3,1717.65,3/21/2019,15:25,7
709-58-4068,Fashion accessories,475.39,1,475.39,2/28/2019,14:42,8
795-49-7276,Fashion accessories,429.933,4,1719.732,3/23/2019,18:59,9
556-72-8512,Home and lifestyle,265.802,4,1063.208,1/30/2019,20:47,5
627-95-3243,Home and lifestyle,898.73,5,4493.65,2/4/2019,13:21,10
686-41-0932,Fashion accessories,401.479,5,2007.395,3/13/2019,19:48,9
510-09-5628,Fashion accessories,227.632,2,455.264,3/15/2019,18:20,8
608-04-3797,Health and beauty,292.868,5,1464.34,3/5/2019,20:24,9
148-82-2527,Home and lifestyle,140.188,5,700.94,3/5/2019,13:44,9
437-53-3084,Fashion accessories,1155.51,1,1155.51,2/26/2019,11:48,8
632-32-4574,Sports and travel,878.257,3,2634.771,3/20/2019,14:14,6
556-97-7101,Electronic accessories,731.476,1,731.476,1/1/2019,15:51,9
862-59-8517,Food and beverages,1043.776,1,1043.776,1/27/2019,11:17,7
401-18-8016,Sports and travel,1135.037,4,4540.148,1/21/2019,17:36,9
420-18-8989,Sports and travel,596.146,5,2980.73,2/2/2019,15:47,10
277-63-2961,Sports and travel,855.702,4,3422.808,2/3/2019,15:53,6
573-98-8548,Fashion accessories,369.208,3,1107.624,1/5/2019,12:40,10
620-02-2046,Home and lifestyle,802.958,3,2408.874,1/27/2019,19:48,9
282-35-2475,Sports and travel,1079.517,5,5397.585,3/25/2019,17:53,7
511-54-3087,Sports and travel,1023.303,4,4093.212,2/25/2019,16:36,10
726-29-6793,Electronic accessories,279.682,2,559.364,1/28/2019,20:54,10
387-49-4215,Sports and travel,561.099,5,2805.495,1/8/2019,12:50,7
862-17-9201,Food and beverages,972.294,4,3889.176,1/29/2019,10:48,8
291-21-5991,Health and beauty,708.921,3,2126.763,3/29/2019,14:28,7
602-80-9671,Home and lifestyle,184.604,3,553.812,2/9/2019,17:15,6
347-72-6115,Sports and travel,1049.675,4,4198.7,1/16/2019,18:03,7
209-61-0206,Home and lifestyle,496.557,1,496.557,1/5/2019,17:29,7
595-27-4851,Fashion accessories,628.07,4,2512.28,1/27/2019,18:05,10
189-52-0236,Electronic accessories,1151.693,4,4606.772,3/14/2019,12:07,8
503-07-0930,Sports and travel,675.609,4,2702.436,2/23/2019,19:49,9
413-20-6708,Fashion accessories,595.452,3,1786.356,3/18/2019,15:52,9
425-85-2085,Health and beauty,634.663,2,1269.326,3/29/2019,16:48,10
521-18-7827,Home and lifestyle,455.611,4,1822.444,1/22/2019,20:46,9
220-28-1851,Home and lifestyle,401.826,4,1607.304,3/1/2019,18:14,10
600-38-9738,Sports and travel,832.106,4,3328.424,1/17/2019,15:05,5
734-91-1155,Electronic accessories,528.828,4,2115.312,3/26/2019,10:34,8
451-28-5717,Home and lifestyle,962.231,2,1924.462,3/20/2019,11:23,8
609-81-8548,Home and lifestyle,433.056,4,1732.224,2/6/2019,13:55,6
133-14-7229,Health and beauty,727.312,4,2909.248,1/1/2019,11:43,5
534-01-4457,Food and beverages,945.228,5,4726.14,1/27/2019,14:36,8
719-89-8991,Sports and travel,1057.309,2,2114.618,2/25/2019,16:03,8
286-62-6248,Fashion accessories,453.529,3,1360.587,1/16/2019,20:03,9
339-38-9982,Fashion accessories,692.612,4,2770.448,1/13/2019,14:55,7
827-44-5872,Food and beverages,628.764,4,2515.056,2/7/2019,11:28,7
827-77-7633,Sports and travel,1134.69,3,3404.07,2/17/2019,19:41,10
287-83-1405,Health and beauty,294.256,2,588.512,2/12/2019,19:01,7
435-13-4908,Fashion accessories,1002.83,2,2005.66,1/24/2019,18:04,8
857-67-9057,Electronic accessories,265.455,5,1327.275,2/6/2019,19:20,9
236-27-1144,Food and beverages,188.768,5,943.84,3/26/2019,10:31,9
892-05-6689,Home and lifestyle,327.568,1,327.568,3/11/2019,13:28,7
583-41-4548,Home and lifestyle,192.932,4,771.728,2/7/2019,11:36,8
339-12-4827,Fashion accessories,855.702,4,3422.808,1/5/2019,11:32,5
643-38-7867,Home and lifestyle,1132.955,1,1132.955,3/7/2019,11:44,7
308-81-0538,Fashion accessories,844.945,2,1689.89,2/25/2019,17:16,5
358-88-9262,Food and beverages,1011.852,5,5059.26,2/1/2019,18:43,6
460-35-4390,Home and lifestyle,354.981,5,1774.905,1/22/2019,11:00,10
343-87-0864,Health and beauty,877.91,4,3511.64,1/3/2019,10:30,8
173-50-1108,Sports and travel,233.531,5,1167.655,2/13/2019,12:14,5
243-47-2663,Electronic accessories,217.222,5,1086.11,1/28/2019,16:43,6
841-18-8232,Food and beverages,823.778,4,3295.112,1/5/2019,20:40,10
701-23-5550,Home and lifestyle,449.018,5,2245.09,3/19/2019,13:40,5
647-50-1224,Fashion accessories,340.407,2,680.814,1/12/2019,16:23,9
541-48-8554,Sports and travel,705.104,3,2115.312,1/7/2019,12:08,6
539-21-7227,Sports and travel,596.146,5,2980.73,1/26/2019,17:45,5
213-32-1216,Electronic accessories,764.094,3,2292.282,1/23/2019,10:28,8
747-58-7183,Fashion accessories,662.423,3,1987.269,2/9/2019,20:31,7
582-52-8065,Fashion accessories,628.417,1,628.417,2/22/2019,10:49,9
210-57-1719,Health and beauty,673.874,4,2695.496,2/5/2019,12:34,10
399-69-4630,Electronic accessories,257.127,2,514.254,3/7/2019,10:23,9
134-75-2619,Electronic accessories,223.468,3,670.404,3/25/2019,18:51,7
356-44-8813,Home and lifestyle,433.75,1,433.75,1/20/2019,13:45,8
198-66-9832,Fashion accessories,833.494,3,2500.482,2/4/2019,19:38,10
283-26-5248,Food and beverages,1139.548,3,3418.644,1/30/2019,20:23,5
712-39-0363,Food and beverages,481.983,2,963.966,1/2/2019,15:24,6
218-59-9410,Home and lifestyle,837.658,3,2512.974,3/29/2019,16:54,9
174-75-0888,Electronic accessories,249.84,3,749.52,3/14/2019,12:32,8
866-99-7614,Food and beverages,1031.978,4,4127.912,2/11/2019,15:42,5
134-54-4720,Electronic accessories,490.658,4,1962.632,1/30/2019,13:58,6
760-90-2357,Electronic accessories,861.948,3,2585.844,3/20/2019,15:08,5
514-37-2845,Fashion accessories,1148.223,4,4592.892,3/20/2019,13:02,9
698-98-5964,Food and beverages,939.329,5,4696.645,1/17/2019,13:01,7
718-57-9773,Sports and travel,570.815,1,570.815,2/3/2019,16:40,10
651-88-7328,Fashion accessories,760.624,2,1521.248,1/1/2019,13:55,8
241-11-2261,Fashion accessories,923.714,2,1847.428,1/10/2019,10:33,6
408-26-9866,Sports and travel,855.702,4,3422.808,3/2/2019,16:42,5
834-83-1826,Home and lifestyle,949.045,2,1898.09,2/25/2019,17:16,8
343-61-3544,Sports and travel,308.483,5,1542.415,1/29/2019,11:48,9
239-48-4278,Food and beverages,117.286,2,234.572,3/10/2019,19:35,9
355-34-6244,Food and beverages,837.311,1,837.311,1/13/2019,19:55,9
550-84-8664,Sports and travel,993.808,3,2981.424,3/22/2019,14:33,9
339-96-8318,Fashion accessories,940.717,4,3762.868,3/1/2019,19:49,7
458-61-0011,Food and beverages,697.47,3,2092.41,2/20/2019,18:43,6
592-34-6155,Food and beverages,367.473,4,1469.892,1/14/2019,14:43,7
797-88-0493,Health and beauty,743.621,2,1487.242,3/26/2019,13:54,8
207-73-1363,Health and beauty,803.999,5,4019.995,3/1/2019,12:15,9
390-31-6381,Food and beverages,315.076,4,1260.304,1/7/2019,12:37,8
443-82-0585,Health and beauty,898.73,2,1797.46,2/1/2019,19:54,9
339-18-7061,Fashion accessories,1075.7,4,4302.8,2/13/2019,15:06,8
359-90-3665,Fashion accessories,209.241,4,836.964,1/14/2019,18:03,10
375-72-3056,Sports and travel,729.394,1,729.394,1/19/2019,15:58,7
127-47-6963,Health and beauty,598.228,5,2991.14,3/9/2019,13:53,10
278-86-2735,Food and beverages,605.515,4,2422.06,3/27/2019,14:03,10
695-28-6250,Sports and travel,498.292,1,498.292,2/4/2019,16:38,8
379-17-6588,Fashion accessories,689.489,2,1378.978,3/14/2019,11:07,6
227-50-3718,Health and beauty,169.336,2,338.672,3/4/2019,12:23,5
302-15-2162,Health and beauty,538.197,1,538.197,3/3/2019,10:54,5
788-07-8452,Home and lifestyle,280.376,4,1121.504,1/27/2019,17:38,10
560-49-6611,Sports and travel,527.44,5,2637.2,2/7/2019,14:13,10
880-35-0356,Sports and travel,869.929,2,1739.858,2/5/2019,11:51,5
585-11-6748,Sports and travel,1119.769,5,5598.845,3/15/2019,13:05,6
470-31-3286,Health and beauty,171.418,2,342.836,3/1/2019,11:30,9
152-68-2907,Food and beverages,603.78,5,3018.9,2/15/2019,13:30,10
123-35-4896,Sports and travel,539.932,4,2159.728,2/17/2019,19:11,6
258-69-7810,Fashion accessories,426.463,1,426.463,1/26/2019,18:53,10
334-64-2006,Home and lifestyle,813.368,2,1626.736,3/24/2019,14:22,10
219-61-4139,Electronic accessories,961.19,1,961.19,1/23/2019,17:16,7
881-41-7302,Fashion accessories,751.949,4,3007.796,1/26/2019,10:06,5
373-09-4567,Food and beverages,897.342,3,2692.026,3/14/2019,20:35,7
642-30-6693,Sports and travel,630.499,5,3152.495,3/17/2019,13:54,8
484-22-8230,Fashion accessories,600.31,4,2401.24,1/8/2019,20:08,5
830-58-2383,Home and lifestyle,367.473,4,1469.892,2/8/2019,15:26,9
559-98-9873,Fashion accessories,620.783,3,1862.349,2/10/2019,12:56,6
544-32-5024,Food and beverages,576.02,4,2304.08,3/28/2019,19:16,7
318-12-0304,Fashion accessories,354.287,4,1417.148,1/23/2019,12:20,6
349-97-8902,Food and beverages,669.71,4,2678.84,1/17/2019,10:37,9
421-95-9805,Electronic accessories,335.202,5,1676.01,2/7/2019,10:18,7
277-35-5865,Food and beverages,1144.753,2,2289.506,3/9/2019,11:23,7
789-23-8625,Fashion accessories,1078.476,4,4313.904,1/24/2019,11:45,8
284-54-4231,Sports and travel,936.206,1,936.206,1/19/2019,16:08,9
443-59-0061,Food and beverages,780.403,2,1560.806,2/3/2019,11:25,5
509-29-3912,Sports and travel,447.977,4,1791.908,3/20/2019,12:24,5
327-40-9673,Sports and travel,839.74,3,2519.22,1/13/2019,19:51,7
840-19-2096,Electronic accessories,1017.057,3,3051.171,3/14/2019,18:10,5
828-46-6863,Food and beverages,1139.895,4,4559.58,1/23/2019,11:22,4
641-96-3695,Fashion accessories,502.803,3,1508.409,2/7/2019,17:55,9
420-97-3340,Food and beverages,829.33,2,1658.66,3/28/2019,15:30,10
436-54-4512,Food and beverages,1059.738,1,1059.738,3/20/2019,19:44,10
670-79-6321,Home and lifestyle,1094.091,2,2188.182,1/17/2019,15:27,5
852-62-7105,Fashion accessories,962.925,2,1925.85,1/12/2019,11:25,5
598-06-7312,Fashion accessories,1056.615,1,1056.615,2/16/2019,15:42,7
135-13-8269,Food and beverages,912.61,1,912.61,1/26/2019,16:04,10
816-57-2053,Sports and travel,704.063,4,2816.252,3/9/2019,12:37,9
628-90-8624,Health and beauty,955.291,5,4776.455,3/14/2019,14:41,5
856-66-2701,Home and lifestyle,616.619,5,3083.095,1/25/2019,14:19,8
308-39-1707,Fashion accessories,139.841,2,279.682,1/26/2019,18:19,9
149-61-1929,Sports and travel,742.58,4,2970.32,1/19/2019,14:08,7
655-07-2265,Electronic accessories,906.017,4,3624.068,3/5/2019,16:38,6
589-02-8023,Food and beverages,969.171,2,1938.342,1/15/2019,10:54,7
420-04-7590,Home and lifestyle,1153.428,3,3460.284,3/18/2019,11:29,5
182-88-2763,Food and beverages,924.408,4,3697.632,3/20/2019,19:28,5
188-55-0967,Health and beauty,768.952,4,3075.808,1/15/2019,15:01,5
610-46-4100,Health and beauty,334.855,4,1339.42,3/3/2019,20:31,6
318-81-2368,Electronic accessories,534.38,1,534.38,3/19/2019,12:16,7
364-33-8584,Food and beverages,204.036,1,204.036,3/8/2019,15:27,9
665-63-9737,Fashion accessories,606.556,3,1819.668,2/27/2019,17:36,8
695-09-5146,Food and beverages,1142.671,4,4570.684,2/23/2019,20:00,7
155-45-3814,Electronic accessories,1024.344,1,1024.344,3/19/2019,15:29,5
794-32-2436,Electronic accessories,644.032,3,1932.096,3/27/2019,15:08,6
131-15-8856,Food and beverages,839.046,4,3356.184,3/30/2019,19:26,4
273-84-2164,Electronic accessories,139.494,3,418.482,2/16/2019,15:53,6
706-36-6154,Home and lifestyle,224.162,4,896.648,1/18/2019,18:43,9
778-89-7974,Health and beauty,812.327,3,2436.981,3/30/2019,14:58,8
574-31-8277,Fashion accessories,388.987,2,777.974,3/20/2019,19:55,6
859-71-0933,Sports and travel,179.399,4,717.596,1/16/2019,15:10,7
740-11-5257,Electronic accessories,286.275,1,286.275,2/24/2019,16:44,8
369-82-2676,Electronic accessories,875.134,2,1750.268,1/15/2019,18:22,8
563-47-4072,Health and beauty,645.767,3,1937.301,1/22/2019,11:52,10
742-04-5161,Home and lifestyle,841.822,5,4209.11,2/3/2019,17:24,8
149-15-7606,Sports and travel,431.668,3,1295.004,3/6/2019,15:31,6
133-77-3154,Fashion accessories,696.082,4,2784.328,2/16/2019,18:04,10
169-52-4504,Electronic accessories,181.481,2,362.962,3/14/2019,14:13,6
250-81-7186,Electronic accessories,1153.081,3,3459.243,2/27/2019,10:23,8
562-12-5430,Fashion accessories,1019.833,3,3059.499,1/18/2019,10:11,8
816-72-8853,Sports and travel,323.057,1,323.057,1/29/2019,15:48,6
491-38-3499,Fashion accessories,641.603,5,3208.015,2/26/2019,17:46,5
322-02-2271,Sports and travel,497.251,4,1989.004,2/3/2019,11:46,10
842-29-4695,Sports and travel,198.484,2,396.968,1/16/2019,12:07,8
725-67-2480,Fashion accessories,679.773,4,2719.092,3/24/2019,18:14,6
641-51-2661,Food and beverages,1007.688,5,5038.44,2/12/2019,14:45,10
714-02-3114,Sports and travel,1143.018,4,4572.072,2/21/2019,11:39,8
518-17-2983,Fashion accessories,562.487,4,2249.948,2/4/2019,15:44,8
779-42-2410,Food and beverages,667.975,2,1335.95,2/20/2019,13:06,8
190-14-3147,Health and beauty,207.853,2,415.706,2/23/2019,20:43,7
408-66-6712,Health and beauty,552.077,5,2760.385,2/16/2019,14:19,5
679-22-6530,Sports and travel,469.838,5,2349.19,1/17/2019,10:01,5
588-47-8641,Fashion accessories,648.196,2,1296.392,1/14/2019,19:30,5
642-61-4706,Food and beverages,1080.558,4,4322.232,3/30/2019,16:34,6
576-31-4774,Health and beauty,849.109,4,3396.436,3/2/2019,13:10,4
556-41-6224,Health and beauty,389.334,5,1946.67,2/15/2019,17:10,10
811-03-8790,Electronic accessories,526.052,4,2104.208,3/1/2019,10:22,5
242-11-3142,Fashion accessories,969.171,4,3876.684,2/24/2019,19:57,5
752-23-3760,Sports and travel,741.192,4,2964.768,2/19/2019,19:29,8
274-05-5470,Food and beverages,849.803,1,849.803,2/23/2019,18:30,6
648-94-3045,Health and beauty,681.855,5,3409.275,2/7/2019,14:27,9
130-67-4723,Food and beverages,561.099,4,2244.396,1/11/2019,13:57,10
528-87-5606,Electronic accessories,456.652,1,456.652,2/12/2019,19:43,7
320-85-2052,Sports and travel,402.867,4,1611.468,1/14/2019,10:11,7
370-96-0655,Fashion accessories,570.468,3,1711.404,1/9/2019,13:46,8
105-10-6182,Fashion accessories,248.452,1,248.452,2/27/2019,12:22,7
510-79-0415,Sports and travel,267.19,4,1068.76,1/24/2019,19:20,5
241-96-5076,Home and lifestyle,568.039,2,1136.078,1/8/2019,12:58,7
767-97-4650,Sports and travel,749.867,2,1499.734,1/8/2019,11:59,8
648-83-1321,Home and lifestyle,735.293,3,2205.879,1/16/2019,17:59,5
173-57-2300,Sports and travel,843.21,5,4216.05,3/13/2019,12:51,7
305-03-2383,Food and beverages,776.239,4,3104.956,2/15/2019,10:36,8
394-55-6384,Sports and travel,811.98,3,2435.94,1/25/2019,13:38,7
266-20-6657,Food and beverages,636.745,1,636.745,3/12/2019,19:39,6
689-05-1884,Health and beauty,562.487,5,2812.435,3/4/2019,12:44,9
196-01-2849,Fashion accessories,848.762,5,4243.81,2/10/2019,13:56,10
372-62-5264,Food and beverages,608.638,2,1217.276,1/16/2019,14:42,8
800-09-8606,Home and lifestyle,1010.811,2,2021.622,1/29/2019,19:45,7
182-52-7000,Sports and travel,312.994,4,1251.976,1/1/2019,20:26,7
826-58-8051,Home and lifestyle,719.331,2,1438.662,1/6/2019,19:46,5
868-06-0466,Electronic accessories,805.04,3,2415.12,2/19/2019,19:38,8
751-41-9720,Home and lifestyle,1127.75,3,3383.25,1/12/2019,16:18,8
626-43-7888,Fashion accessories,698.858,3,2096.574,2/7/2019,12:23,10
176-64-7711,Food and beverages,374.066,3,1122.198,3/27/2019,19:11,5
191-29-0321,Fashion accessories,228.673,1,228.673,2/27/2019,18:57,5
729-06-2010,Health and beauty,931.001,1,931.001,1/6/2019,11:18,10
640-48-5028,Home and lifestyle,1022.609,4,4090.436,3/2/2019,12:40,7
186-79-9562,Health and beauty,830.371,4,3321.484,3/29/2019,14:06,9
834-45-5519,Electronic accessories,497.598,5,2487.99,1/31/2019,20:48,8
162-65-8559,Food and beverages,798.1,3,2394.3,1/21/2019,20:13,5
760-27-5490,Fashion accessories,180.787,1,180.787,1/20/2019,20:37,10
445-30-9252,Sports and travel,297.379,3,892.137,1/17/2019,17:59,7
786-94-2700,Food and beverages,932.736,1,932.736,2/28/2019,20:18,10
728-88-7867,Home and lifestyle,873.746,5,4368.73,3/19/2019,15:52,9
183-21-3799,Electronic accessories,898.036,3,2694.108,2/19/2019,15:14,8
268-20-3585,Health and beauty,160.314,2,320.628,2/4/2019,12:50,6
735-32-9839,Fashion accessories,1141.63,1,1141.63,1/31/2019,10:36,9
258-92-7466,Health and beauty,412.93,2,825.86,2/6/2019,18:33,7
857-16-3520,Fashion accessories,826.554,5,4132.77,3/28/2019,16:06,5
482-17-1179,Electronic accessories,138.106,3,414.318,1/19/2019,12:47,9
788-21-5741,Fashion accessories,525.011,5,2625.055,2/17/2019,13:34,8
821-14-9046,Fashion accessories,202.301,4,809.204,1/18/2019,15:04,7
418-05-0656,Fashion accessories,295.644,2,591.288,2/2/2019,20:42,8
678-79-0726,Sports and travel,1048.287,3,3144.861,1/18/2019,15:28,6
776-68-1096,Home and lifestyle,510.437,2,1020.874,3/18/2019,13:45,8
